       Omega           X           Y   Intensity
     2665.00     1320.00     1553.00     135.070
     2670.00     1462.00      162.00     324.168
     2665.00     1575.00     1526.00      88.921
     2678.00     1945.00       92.00     172.214
     2674.00      823.00     1594.00     192.475
     2672.00     1298.00     1275.00      83.293
     2681.00       67.00     1698.00      87.796
     2678.00     1716.00      407.00      66.409
     2694.00     1720.00      409.00     163.210
     2683.00      963.00      467.00     102.428
     2689.50     1303.00     1562.50     150.828
     2685.00      201.00      211.00      72.037
     2701.00      949.00      471.00      82.168
     2709.00      497.00      511.00      76.540
     2718.00      953.00      468.00      84.419
     2724.00     1577.00     1824.00     163.210
     2731.00     1532.00     1276.00      56.279
     2744.00     1532.00     1276.00      68.661
     2753.00     1532.00     1278.00      77.665
     2779.00     1530.00     1282.00     164.335
     2780.00     1536.00     1267.00     621.322
     2744.00       49.00     1672.00     118.186
     2738.00      755.00      780.00     142.949
     2731.00     1020.00      464.00     129.442
     2753.00      513.00      790.00      65.284
     2759.00      514.00      791.00      72.037
     2766.00      513.00      793.00      73.163
     2774.00     1568.50     1830.00     442.354
     2771.00      961.00      468.00     267.889
     2766.00      751.00      491.00     195.852
     2790.00      458.00      242.00     516.643
     2791.00      517.00      786.00      86.670
     2802.00      517.00      786.00     102.428
     2821.00      516.00      786.00      65.284
     2784.00      536.00     1047.00      79.916
     2803.00      536.00     1048.00      78.791
     2811.00      536.00     1048.00      68.661
     2826.00      536.00     1049.00      73.163
     2836.50      536.00     1049.00      66.409
     2782.00     1304.00     1562.00     201.480
     2780.00     1482.00      173.00     189.098
     2780.00     1500.00      724.00     106.930
     2788.00     1496.00      716.00      72.037
     2797.00     1497.00      717.00      69.786
     2796.00     1536.00     1269.00     568.420
     2825.00     1526.00     1288.00    1386.719
     2832.00     1525.00     1289.00    1275.287
     2832.00     1533.00     1275.00    2979.421
     2839.00     1533.00     1275.00    2838.723
     2887.00     1516.00     1303.00     191.349
     2893.00     1527.00     1286.00    1089.565
     2780.00     1554.00     1548.00     381.573
     2793.00     1528.00     1570.00     106.930
     2819.00     1546.00     1555.00    1490.273
     2840.00     1533.00     1567.00    1015.277
     2797.00      761.00      772.00     383.824
     2811.00      768.00      765.00     194.726
     2826.00      763.00      771.00     178.968
     2803.00      561.00     1940.00     157.582
     2826.00      490.00      516.00    1931.502
     2840.00      507.00      499.00    1253.901
     2861.00      494.00      513.00    1438.496
     2890.00      502.00      503.00    1054.672
     2868.00     2025.00     1295.00     190.224
     2887.00     2024.00     1301.00     248.754
     2890.00     2024.00     1302.00     248.754
     2894.00     2029.00     1279.00     128.317
     2867.00      826.00     1946.00     205.982
     2879.00      813.00     1944.00     228.494
     2893.00      512.00      795.00     128.317
     2880.00      679.00     1471.00      96.800
     2878.00     1051.00     1948.00     109.182
     2904.50      486.00      223.00     746.262
     2932.00      516.00      789.00     982.635
     2946.00      517.00      789.00     691.109
     2968.00      527.00      764.00    1812.190
     2981.00      521.00      776.00    3829.237
     2904.00      523.00      486.00     142.949
     2904.00     1985.00      356.00     100.177
     2895.00     2022.00     1304.00     252.131
     2902.00     2021.00     1307.00     262.261
     2917.00     2019.00     1313.00     198.103
     2917.00     2029.00     1277.00     508.764
     2924.00     2029.00     1282.00     538.029
     2939.00     2025.00     1291.00     610.067
     2946.00     2024.00     1295.00     587.555
     2975.00     2020.00     1306.00     297.154
     3009.00     2015.00     1329.00     299.405
     3009.00     2020.00     1312.50     473.871
     2903.00      802.00     1695.00     123.814
     2905.00     1293.00     1958.00     596.559
     2925.00     1317.00     1950.00     684.355
     2933.00      245.00      524.00     168.838
     2953.00      246.00      523.00     128.317
     2932.00      260.00      502.00      99.051
     2947.00      984.00      107.00     126.065
     2958.00     1041.00     1704.00     109.182
     2960.00     1375.00      584.00     136.196
     2987.00     1769.00     1301.00     110.307
     2994.00      535.00     1456.00     545.908
     2981.00     1005.00      107.00     156.456
     2989.00      256.00      507.00      88.921
     2990.00      740.00      101.00     897.090
     2996.00     1763.00     1315.00      82.168
     2992.00     1033.00     1704.00     118.186
     2995.00     1744.00      115.00      61.907
     3008.00       12.00     1177.00      73.163
     3002.00      269.00     1916.00      74.289
     3018.00      534.00      752.00     236.373
     3031.00      526.00      766.00    1606.208
     3040.00      526.00      767.00    1328.189
     3069.00      529.00      763.00    4386.401
     3076.00      534.00      753.00    2628.239
     3011.00     1047.00     1704.00     149.703
     3016.00     1268.00     1964.00     633.704
     3010.00     1281.00     1720.00     110.307
     3012.00     1497.00      116.00     270.140
     3011.00     1773.00     1766.33      75.414
     3010.00     1776.00     1762.00      75.414
     3018.00      761.00       96.00     780.030
     3014.00     1003.00      104.00      61.907
     3016.00     1002.00      106.00      61.907
     3031.00      787.00     1690.00     159.833
     3041.00     2007.00      389.00     133.944
     3046.00      275.00      483.00     117.061
     3048.00     1290.00     1718.00     397.331
     3054.00      274.00     1408.00     146.326
     3047.00     1249.00      358.00     186.847
     3046.00     1516.00     1003.00      59.656
     3048.00     1518.00      999.00      59.656
     3054.00     1771.00     1767.00     465.992
     3061.00     1769.00     1770.00     414.215
     3054.00        3.00      206.00     133.944
     3063.00     1761.00      611.00     138.447
     3076.00       20.00     1222.00     165.461
     3082.00       20.00     1223.00     168.838
     3105.00       17.00     1210.00     149.703
     3055.00      772.00     1683.00     165.461
     3083.00      265.00     1261.00     148.577
     3089.00      266.00     1263.00     155.331
     3099.00      266.00     1266.00     138.447
     3069.00     1011.00     1998.00     120.437
     3067.00     1269.00     1724.00     136.196
     3089.00      776.00     1478.00    3583.859
     3074.00     1518.00      999.00      65.284
     3083.00     1518.00      999.00      67.535
     3090.00     1517.00     1006.00      68.661
     3100.00     1518.00      998.00      73.163
     3105.00     1518.00      999.00      73.163
     3105.00     1518.00     1008.00      61.907
     3116.00     1518.00     1000.00      74.289
     3123.00     1518.00      999.00      73.163
     3069.00     1010.50      106.00     155.331
     3090.00      770.00      332.00     562.792
     3088.00     1005.00      348.00     160.959
     3086.00     1265.00     1727.00      66.409
     3102.00     1025.00      348.00      88.921
     3101.00     1013.00     1704.00     127.191
     3124.00      765.00     1471.00     173.340
     3138.00      774.00     1477.00    3060.463
     3152.00      783.00     1482.00    4709.443
     3168.00      771.00     1476.00    1619.715
     3180.00      766.00     1474.00     796.913
     3203.00      767.00     1474.00    1241.519
     3219.00      768.00     1474.00    4901.918
     3133.00     1004.00     1997.00     263.387
     3155.00     1277.00      574.00    5990.358
     3137.00     1253.00     1528.50      73.163
     3138.00     1257.00     1526.00      73.163
     3153.00     1272.00     1531.00     130.568
     3155.00     1281.00     1514.00     189.098
     3135.00     1255.00     1731.00     320.791
     3138.00     1281.00      371.00     247.628
     3147.00     1759.00      607.00     142.949
     3151.00     1035.00      549.00     306.159
     3155.00     1029.00      349.00     198.103
     3153.00      242.00     1742.00      73.163
     3168.00      237.00     1890.00     130.568
     3169.00      999.00     1997.00     244.252
     3169.00     1003.00     1997.00     244.252
     3174.00     1048.00       60.00     120.437
     3177.00     1042.00       59.00     121.563
     3179.00      764.00     1524.00     165.461
     3194.00      776.00     1530.00      77.665
     3187.00      794.00      567.00      84.419
     3203.50     1281.00      577.00    5233.965
     3218.00     1272.00      571.00    5714.590
     3227.00     1286.00      579.00    2409.875
     3189.00      788.00      328.00     117.061
     3205.00      787.00      328.00     536.904
     3211.00     1253.00     1541.00    3623.255
     3234.00     1256.00     1541.00    3016.565
     3196.00     1773.00      637.00      78.791
     3214.00     1773.00      633.00     173.340
     3218.00     1772.00      631.00     173.340
     3208.00      741.00     1962.00      72.037
     3226.00      746.00     1963.00     281.396
     3214.00     1039.00      546.00    1116.579
     3214.00     1023.00     1507.00     794.662
     3220.00      282.00      284.00     683.229
     3214.00      485.00     1922.00      81.042
     3226.00      259.00     1758.00     118.186
     3232.00     1009.00     1507.00     255.508
     3234.00     1270.00     1008.00      57.405
     3237.00     1271.50     1009.50      57.405
     3239.00     1056.00       55.00     284.773
     3249.00      761.00     1470.00    4209.684
     3240.00      986.00     1997.00     103.554
     3240.00     1248.00     1544.00     378.196
     3243.00     1250.00     1492.00      75.414
     3244.00     1261.00      595.00      75.414
     3255.00     1257.00      592.00     111.433
     3240.00     1517.00     1005.00     104.679
     3241.00     1516.00      983.00      69.786
     3246.00     1518.00     1000.00     106.930
     3255.00     1518.00     1002.00     120.437
     3256.00     1516.00      983.00      74.289
     3261.00     1516.00      983.00      74.289
     3267.00     1517.00     1003.00     124.940
     3269.50     1517.00      983.50      70.912
     3277.00     1518.00     1002.00     130.568
     3284.00     1517.00     1002.00     137.321
     3291.00     1516.00      981.00      61.907
     3291.00     1517.00     1004.00     151.954
     3297.00     1518.00     1002.00     158.707
     3304.00     1517.00     1001.00     159.833
     3312.00     1517.00     1001.00     178.968
     3327.00     1518.00     1001.00     196.977
     3339.00     1518.00     1002.00     209.359
     3347.00     1517.00     1001.00     228.494
     3354.00     1518.00     1001.00     242.001
     3246.00     1527.00      609.00     922.979
     3250.00     1041.00      546.00    1074.933
     3251.00     1288.00      529.00     238.624
     3264.00     1279.00      523.00      88.921
     3256.00      988.00     1998.00     323.043
     3251.00      731.50     1958.00     248.754
     3261.00      541.00      303.00      66.409
     3261.00      544.00      301.00      66.409
     3264.00      797.00      564.00     316.289
     3267.00     1005.00     1507.00     238.624
     3283.00     1008.00     1507.00     853.193
     3269.00     1030.00      545.00    1205.500
     3275.00     1455.00     1965.00      68.661
     3283.00      773.00      539.00     504.262
     3277.00     1054.00       56.00     400.708
     3276.00     1032.00      545.00      73.163
     3282.50     1046.00      546.00     458.113
     3299.00      270.00     1275.00     551.536
     3312.00      266.00     1264.00     402.959
     3354.00      262.00     1245.00     151.954
     3280.00      506.00     1794.00      65.284
     3281.00      889.00      529.00      78.791
     3282.00     1309.00       91.00     147.451
     3282.00      732.00      547.00      77.665
     3290.00      788.00      568.00     110.307
     3290.50     1298.00     1519.50     145.200
     3303.00      882.00      530.00      61.907
     3306.00      809.00       20.00      79.916
     3306.00      815.00       19.00      75.414
     3314.00     1734.00     1632.00      60.782
     3320.00     1048.00      548.00     303.908
     3338.00     1047.00      547.00     973.630
     3319.00     1215.00     1913.00     100.177
     3327.00     1808.50      311.00      93.423
     3327.00      765.00      543.00      83.293
     3327.00      790.00       24.00      92.298
     3332.00     1456.00     1964.00     148.577
     3350.00      484.00     1777.00      67.535
     3354.50      804.00      561.50     178.405
     3375.00       26.00      759.00     714.746
     3376.00       23.00      770.00     692.234
     3398.00       38.00      721.00     515.517
     3419.00       33.00      739.00     769.899
     3362.00      811.00      509.00     676.476
     3377.00      809.00      509.00    1384.468
     3393.00      806.00      510.00    5578.394
     3409.00      812.00      507.00    6469.857
     3359.00     1052.00      548.00    1342.822
     3364.00     1067.00       57.00     404.085
     3383.00     1785.00      793.00     149.703
     3362.00     1300.00      535.00     136.196
     3368.00      808.00      559.00     166.586
     3392.00     1448.00     1969.00      77.665
     3393.00     1561.00      271.00      68.661
     3449.00      264.00     1254.00     529.024
     3438.00      235.00     1672.00     243.126
     3444.00      982.00     1419.00     178.968
     3459.00     1448.00     1968.00     200.354
     3471.00      709.00     1761.00     128.317
     3477.00     1221.00     1478.00     315.164
     3471.00     1815.00      320.00     113.684
     3477.00     1569.00      278.00      84.419
     3481.00      584.00       95.00     212.735
     3479.00      900.00     1576.50      76.540
     3488.00      947.00     1816.00     453.610
     3505.00     1429.00     1934.00     130.568
     3506.00      571.50       99.00     289.275
     3512.00     1114.00      241.00     219.489
     3506.00      460.00     1703.00      73.163
     3508.00      723.00     1768.00     417.592
     3521.00      725.00     1768.00     516.643
     3510.00      987.00     1418.00     354.559
     3519.00      509.00     1311.00     153.079
     3512.00      746.00     1429.00      70.912
     3569.00     1536.00     1110.00     261.135
     3540.00      747.00     1364.00     200.354
     3531.00     1208.00     1869.00      93.423
     3547.00      996.00     1419.00     416.466
     3555.00     1067.00      634.00     778.904
     3553.00     1211.00     1869.00     106.930
     3555.00     1456.00     1921.00     149.703
     3557.00      219.00     1652.00     175.591
     3555.00      602.00       88.00      63.033
     3556.00      605.00       86.00      63.033
     3560.00     1238.00     1470.00     831.807
     3562.00     1349.00      293.00     592.057
     3557.00      698.00     1756.00      87.796
     3573.00     1783.00      775.00     401.833
     3564.50      466.00     1708.50     172.214
     3570.00     1539.00      730.00     131.693
     3568.00      509.00     1311.00     126.065
     3578.00      702.00     1760.00     117.061
     3584.00     1508.00     1128.00     156.456
     3577.00      939.00     1815.00      97.926
     3584.00     1239.00     1469.00     876.830
